Outbound Flight Date,Return Flight Date,Price,Outbound Flight Airlines,Outbound Flight Departure Time,Outbound Flight Arrival Time,Outbound Flight Arrival + Days,Outbound Flight Duration,Outbound Flight Stops,Outbound Flight Connecting Airports,Outbound Flight Departure Airport,Outbound Flight Arrival Airport,Return Flight Airlines,Return Flight Departure Time,Return Flight Arrival Time,Return Flight Arrival + Days,Return Flight Duration,Return Flight Stops,Return Flight Connecting Airports,Return Flight Departure Airport,Return Flight Arrival Airport
2024-05-24,2024-05-31,"2,416 €",Finnair + Qatar Airways,['13:30'],['18:55'],+1,23h 25,2 stops,"['HEL, DOH']",['VNO'],['NRT'],Qatar Airways + Finnair,['22:50'],['17:40'],+1,24h 50,2 stops,"['DOH, HEL']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,001 €",KLM,['08:05'],['18:30'],+1,28h 25,2 stops,"['AMS, CDG']",['VNO'],['HND'],Turkish Airlines,['10:35'],['10:40'],+1,30h 05,1 stop,['IST'],['NRT'],['VNO']
2024-05-24,2024-05-31,"2,426 €",Finnair + Qatar Airways,['13:30'],['18:55'],+1,23h 25,2 stops,"['HEL, DOH']",['VNO'],['NRT'],Qatar Airways,['22:50'],['17:40'],+1,24h 50,2 stops,"['DOH, HEL']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,566 €",Lufthansa,['06:00'],['08:10'],+1,20h 10,1 stop,['FRA'],['VNO'],['HND'],Etihad Airways,['17:30'],['13:00'],+1,25h 30,2 stops,"['AUH, FRA']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,244 €",KLM,['08:05'],['18:30'],+1,28h 25,2 stops,"['AMS, CDG']",['VNO'],['HND'],Qatar Airways + LOT,['22:30'],['16:20'],+1,23h 50,2 stops,"['DOH, WAW']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,482 €",KLM,['08:05'],['09:35'],+1,19h 30,1 stop,['AMS'],['VNO'],['NRT'],Air France,['00:05'],['21:55'],0,27h 50,1 stop,['CDG'],['HND'],['VNO']
2024-05-24,2024-05-31,"1,967 €",LOT + Air India,['14:45'],['08:45'],+2,36h,2 stops,"['WAW, DEL']",['VNO'],['NRT'],Qatar Airways + LOT,['22:30'],['16:20'],+1,23h 50,2 stops,"['DOH, WAW']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,242 €",Singapore Airlines,['06:30'],['15:55'],+1,27h 25,2 stops,"['CPH, SIN']",['VNO'],['HND'],Qatar Airways,['22:30'],['17:40'],+1,25h 10,2 stops,"['DOH, HEL']",['NRT'],['VNO']
2024-05-24,2024-05-31,"1,784 €",LOT + Air India,['14:45'],['08:45'],+2,36h,2 stops,"['WAW, DEL']",['VNO'],['NRT'],Turkish Airlines,['10:35'],['10:40'],+1,30h 05,1 stop,['IST'],['NRT'],['VNO']
2024-05-24,2024-05-31,"3,703 €",Turkish Airlines + ANA (All Nippon Airways),['11:35'],['08:55'],+1,15h 20,1 stop,['IST'],['VNO'],['NRT'],Japan Airlines + Finnair,['23:05'],['09:40'],+1,16h 35,1 stop,['HEL'],['NRT'],['VNO']
2024-05-24,2024-05-31,"3,030 €",LOT + Asiana Airlines,['09:00'],['11:20'],+1,20h 20,2 stops,"['WAW, ICN']",['VNO'],['NRT'],Air France,['09:05'],['21:55'],0,18h 50,1 stop,['CDG'],['HND'],['VNO']
2024-05-24,2024-05-31,"1,780 €",Air France,['15:30'],['05:55'],+2,32h 25,1 stop,['CDG'],['VNO'],['HND'],KLM,['09:05'],['13:40'],+1,34h 35,2 stops,"['CDG, AMS']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,368 €",Air France,['15:30'],['18:30'],+1,21h,1 stop,['CDG'],['VNO'],['HND'],Emirates + Scandinavian Airlines,['00:05'],['23:35'],0,29h 30,2 stops,"['DXB, CPH']",['HND'],['VNO']
2024-05-24,2024-05-31,"3,750 €",Turkish Airlines + ANA (All Nippon Airways),['11:35'],['08:55'],+1,15h 20,1 stop,['IST'],['VNO'],['NRT'],Finnair,['23:05'],['09:40'],+1,16h 35,1 stop,['HEL'],['NRT'],['VNO']
2024-05-24,2024-05-31,"1,900 €",KLM,['08:05'],['18:30'],+1,28h 25,2 stops,"['AMS, CDG']",['VNO'],['HND'],KLM,['09:05'],['13:40'],+1,34h 35,2 stops,"['CDG, AMS']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,275 €",Finnair,['13:30'],['13:05'],+1,17h 35,1 stop,['HEL'],['VNO'],['NRT'],Air India + LOT,['11:15'],['16:20'],+1,35h 05,2 stops,"['DEL, WAW']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,087 €",Air France,['15:30'],['05:55'],+2,32h 25,1 stop,['CDG'],['VNO'],['HND'],Qatar Airways,['22:30'],['17:40'],+1,25h 10,2 stops,"['DOH, HEL']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,422 €",ANA (All Nippon Airways),['06:00'],['08:10'],+1,20h 10,1 stop,['FRA'],['VNO'],['HND'],Emirates + Scandinavian Airlines,['00:05'],['23:35'],0,29h 30,2 stops,"['DXB, CPH']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,965 €",airBaltic + Emirates,['08:05'],['17:35'],+1,27h 30,2 stops,"['AMS, DXB']",['VNO'],['NRT'],Singapore Airlines,['11:10'],['15:10'],+1,34h,2 stops,"['SIN, CPH']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,445 €",Lufthansa,['06:00'],['08:10'],+1,20h 10,1 stop,['FRA'],['VNO'],['HND'],Emirates + Scandinavian Airlines,['00:05'],['23:35'],0,29h 30,2 stops,"['DXB, CPH']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,307 €",Singapore Airlines,['06:30'],['15:55'],+1,27h 25,2 stops,"['CPH, SIN']",['VNO'],['HND'],Etihad Airways,['17:30'],['13:00'],+1,25h 30,2 stops,"['AUH, FRA']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,775 €",Singapore Airlines,['06:30'],['15:55'],+1,27h 25,2 stops,"['CPH, SIN']",['VNO'],['HND'],Finnair,['23:05'],['09:40'],+1,16h 35,1 stop,['HEL'],['NRT'],['VNO']
2024-05-24,2024-05-31,"2,208 €",Singapore Airlines,['06:30'],['15:55'],+1,27h 25,2 stops,"['CPH, SIN']",['VNO'],['HND'],Singapore Airlines + Scandinavian Airlines,['17:05'],['15:10'],+1,28h 05,2 stops,"['SIN, CPH']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,517 €",Turkish Airlines,['11:35'],['08:55'],+1,15h 20,1 stop,['IST'],['VNO'],['NRT'],Scandinavian Airlines,['11:45'],['15:10'],+1,33h 25,1 stop,['CPH'],['HND'],['VNO']
2024-05-24,2024-05-31,"2,053 €",Air France,['15:30'],['05:55'],+2,32h 25,1 stop,['CDG'],['VNO'],['HND'],Singapore Airlines + Scandinavian Airlines,['17:05'],['15:10'],+1,28h 05,2 stops,"['SIN, CPH']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,169 €",Air France,['15:30'],['05:55'],+2,32h 25,1 stop,['CDG'],['VNO'],['HND'],Qatar Airways,['22:50'],['17:40'],+1,24h 50,2 stops,"['DOH, HEL']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,426 €",airBaltic + Qatar Airways,['15:30'],['23:55'],+1,26h 25,2 stops,"['CDG, DOH']",['VNO'],['HND'],Qatar Airways + Finnair,['22:50'],['17:40'],+1,24h 50,2 stops,"['DOH, HEL']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,186 €",Singapore Airlines,['06:30'],['15:55'],+1,27h 25,2 stops,"['CPH, SIN']",['VNO'],['HND'],Emirates + Scandinavian Airlines,['00:05'],['23:35'],0,29h 30,2 stops,"['DXB, CPH']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,058 €",Air France,['15:30'],['05:55'],+2,32h 25,1 stop,['CDG'],['VNO'],['HND'],Singapore Airlines,['17:05'],['15:10'],+1,28h 05,2 stops,"['SIN, CPH']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,216 €",KLM,['08:05'],['18:30'],+1,28h 25,2 stops,"['AMS, CDG']",['VNO'],['HND'],Air France,['00:05'],['21:55'],0,27h 50,1 stop,['CDG'],['HND'],['VNO']
2024-05-24,2024-05-31,"2,416 €",Finnair + Qatar Airways,['10:10'],['18:55'],+1,26h 45,2 stops,"['HEL, DOH']",['VNO'],['NRT'],Qatar Airways + Finnair,['22:50'],['17:40'],+1,24h 50,2 stops,"['DOH, HEL']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,436 €",airBaltic + Qatar Airways,['15:30'],['23:55'],+1,26h 25,2 stops,"['CDG, DOH']",['VNO'],['HND'],Qatar Airways,['22:50'],['17:40'],+1,24h 50,2 stops,"['DOH, HEL']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,426 €",Finnair + Qatar Airways,['10:10'],['18:55'],+1,26h 45,2 stops,"['HEL, DOH']",['VNO'],['NRT'],Qatar Airways,['22:50'],['17:40'],+1,24h 50,2 stops,"['DOH, HEL']",['HND'],['VNO']
2024-05-24,2024-05-31,"3,774 €",Turkish Airlines + ANA (All Nippon Airways),['11:35'],['08:55'],+1,15h 20,1 stop,['IST'],['VNO'],['NRT'],Japan Airlines + Finnair,['21:50'],['09:40'],+1,17h 50,1 stop,['HEL'],['HND'],['VNO']
2024-05-24,2024-05-31,"2,120 €",Singapore Airlines,['06:30'],['17:30'],+1,29h,2 stops,"['CPH, SIN']",['VNO'],['NRT'],Turkish Airlines,['10:35'],['10:40'],+1,30h 05,1 stop,['IST'],['NRT'],['VNO']
2024-05-24,2024-05-31,"2,331 €",KLM,['08:05'],['18:30'],+1,28h 25,2 stops,"['AMS, CDG']",['VNO'],['HND'],Etihad Airways,['17:30'],['13:00'],+1,25h 30,2 stops,"['AUH, FRA']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,801 €",KLM,['08:05'],['18:30'],+1,28h 25,2 stops,"['AMS, CDG']",['VNO'],['HND'],Finnair,['23:05'],['09:40'],+1,16h 35,1 stop,['HEL'],['NRT'],['VNO']
2024-05-24,2024-05-31,"2,232 €",KLM,['08:05'],['18:30'],+1,28h 25,2 stops,"['AMS, CDG']",['VNO'],['HND'],Singapore Airlines + Scandinavian Airlines,['17:05'],['15:10'],+1,28h 05,2 stops,"['SIN, CPH']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,282 €",Qatar Airways,['10:10'],['23:55'],+1,31h 45,2 stops,"['HEL, DOH']",['VNO'],['HND'],Qatar Airways + LOT,['22:50'],['16:20'],+1,23h 30,2 stops,"['DOH, WAW']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,517 €",Turkish Airlines,['20:35'],['19:20'],+1,16h 45,1 stop,['IST'],['VNO'],['HND'],Scandinavian Airlines,['11:45'],['15:10'],+1,33h 25,1 stop,['CPH'],['HND'],['VNO']
2024-05-24,2024-05-31,"2,054 €",LOT + Air India,['14:45'],['08:45'],+2,36h,2 stops,"['WAW, DEL']",['VNO'],['NRT'],Etihad Airways,['17:30'],['13:00'],+1,25h 30,2 stops,"['AUH, FRA']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,237 €",KLM,['08:05'],['18:30'],+1,28h 25,2 stops,"['AMS, CDG']",['VNO'],['HND'],Singapore Airlines,['17:05'],['15:10'],+1,28h 05,2 stops,"['SIN, CPH']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,933 €",LOT + Air India,['14:45'],['08:45'],+2,36h,2 stops,"['WAW, DEL']",['VNO'],['NRT'],Emirates + Scandinavian Airlines,['00:05'],['23:35'],0,29h 30,2 stops,"['DXB, CPH']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,085 €",Lufthansa + Etihad Airways,['19:30'],['13:00'],+2,35h 30,2 stops,"['FRA, AUH']",['VNO'],['NRT'],Etihad Airways,['17:30'],['13:00'],+1,25h 30,2 stops,"['AUH, FRA']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,082 €",Singapore Airlines,['06:30'],['15:55'],+1,27h 25,2 stops,"['CPH, SIN']",['VNO'],['HND'],Singapore Airlines + Scandinavian Airlines,['11:10'],['15:10'],+1,34h,2 stops,"['SIN, CPH']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,210 €",KLM,['08:05'],['18:30'],+1,28h 25,2 stops,"['AMS, CDG']",['VNO'],['HND'],Emirates + Scandinavian Airlines,['00:05'],['23:35'],0,29h 30,2 stops,"['DXB, CPH']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,988 €",Air France,['15:30'],['18:30'],+1,21h,1 stop,['CDG'],['VNO'],['HND'],KLM,['00:05'],['13:40'],+1,43h 35,2 stops,"['CDG, AMS']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,337 €",Air France,['15:30'],['18:30'],+1,21h,1 stop,['CDG'],['VNO'],['HND'],Singapore Airlines,['11:10'],['15:10'],+1,34h,2 stops,"['SIN, CPH']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,539 €",LOT,['19:15'],['18:30'],+1,17h 15,1 stop,['WAW'],['VNO'],['NRT'],Scandinavian Airlines,['11:45'],['15:10'],+1,33h 25,1 stop,['CPH'],['HND'],['VNO']
2024-05-24,2024-05-31,"1,940 €",Air France,['15:30'],['05:55'],+2,32h 25,1 stop,['CDG'],['VNO'],['HND'],Singapore Airlines + Scandinavian Airlines,['11:10'],['15:10'],+1,34h,2 stops,"['SIN, CPH']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,418 €",Etihad Airways,['06:00'],['13:00'],+1,25h,2 stops,"['FRA, AUH']",['VNO'],['NRT'],Asiana Airlines + Lufthansa,['01:30'],['23:55'],0,28h 25,2 stops,"['ICN, FRA']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,945 €",Air France,['15:30'],['05:55'],+2,32h 25,1 stop,['CDG'],['VNO'],['HND'],Singapore Airlines,['11:10'],['15:10'],+1,34h,2 stops,"['SIN, CPH']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,391 €",ANA (All Nippon Airways),['06:00'],['08:10'],+1,20h 10,1 stop,['FRA'],['VNO'],['HND'],Singapore Airlines,['11:10'],['15:10'],+1,34h,2 stops,"['SIN, CPH']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,417 €",Austrian Airlines,['15:55'],['08:50'],+2,34h 55,1 stop,['VIE'],['VNO'],['NRT'],Turkish Airlines,['21:55'],['10:40'],+1,18h 45,1 stop,['IST'],['HND'],['VNO']
2024-05-24,2024-05-31,"2,414 €",Lufthansa,['06:00'],['08:10'],+1,20h 10,1 stop,['FRA'],['VNO'],['HND'],Singapore Airlines,['11:10'],['15:10'],+1,34h,2 stops,"['SIN, CPH']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,106 €",KLM,['08:05'],['18:30'],+1,28h 25,2 stops,"['AMS, CDG']",['VNO'],['HND'],Singapore Airlines + Scandinavian Airlines,['11:10'],['15:10'],+1,34h,2 stops,"['SIN, CPH']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,111 €",KLM,['08:05'],['18:30'],+1,28h 25,2 stops,"['AMS, CDG']",['VNO'],['HND'],Singapore Airlines,['11:10'],['15:10'],+1,34h,2 stops,"['SIN, CPH']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,246 €",Turkish Airlines,['20:35'],['08:55'],+2,30h 20,1 stop,['IST'],['VNO'],['NRT'],Asiana Airlines + Lufthansa,['01:30'],['23:55'],0,28h 25,2 stops,"['ICN, FRA']",['HND'],['VNO']
2024-05-24,2024-05-31,"3,120 €",Air France,['15:30'],['21:05'],+1,23h 35,2 stops,"['CDG, ICN']",['VNO'],['NRT'],Air France,['09:05'],['21:55'],0,18h 50,1 stop,['CDG'],['HND'],['VNO']
2024-05-24,2024-05-31,"2,523 €",LOT + Air India,['14:45'],['08:45'],+2,36h,2 stops,"['WAW, DEL']",['VNO'],['NRT'],Finnair,['23:05'],['09:40'],+1,16h 35,1 stop,['HEL'],['NRT'],['VNO']
2024-05-24,2024-05-31,"1,902 €",LOT + Air India,['14:45'],['08:45'],+2,36h,2 stops,"['WAW, DEL']",['VNO'],['NRT'],Singapore Airlines,['11:10'],['15:10'],+1,34h,2 stops,"['SIN, CPH']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,317 €",Turkish Airlines,['20:35'],['07:55'],+2,29h 20,2 stops,"['IST, KIX']",['VNO'],['HND'],Asiana Airlines + Lufthansa,['01:30'],['23:55'],0,28h 25,2 stops,"['ICN, FRA']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,356 €",Scandinavian Airlines + Etihad Airways,['06:30'],['13:00'],+1,24h 30,2 stops,"['CPH, AUH']",['VNO'],['NRT'],KLM,['11:20'],['13:40'],+1,32h 20,1 stop,['AMS'],['NRT'],['VNO']
2024-05-24,2024-05-31,"2,523 €",Austrian Airlines,['15:55'],['08:50'],+2,34h 55,1 stop,['VIE'],['VNO'],['NRT'],LOT,['21:50'],['10:10'],+1,18h 20,1 stop,['WAW'],['NRT'],['VNO']
2024-05-24,2024-05-31,"2,216 €",Lufthansa,['18:20'],['06:55'],+2,30h 35,1 stop,['MUC'],['VNO'],['HND'],Turkish Airlines,['10:35'],['10:40'],+1,30h 05,1 stop,['IST'],['NRT'],['VNO']
2024-05-24,2024-05-31,"3,753 €",Turkish Airlines + ANA (All Nippon Airways),['11:35'],['08:55'],+1,15h 20,1 stop,['IST'],['VNO'],['NRT'],Japan Airlines + Finnair,['19:10'],['09:40'],+1,20h 30,2 stops,"['NGO, HEL']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,239 €",Etihad Airways,['06:00'],['13:00'],+1,25h,2 stops,"['FRA, AUH']",['VNO'],['NRT'],Air India + LOT,['11:15'],['16:20'],+1,35h 05,2 stops,"['DEL, WAW']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,696 €",Lufthansa + Asiana Airlines,['13:40'],['17:20'],+1,21h 40,2 stops,"['FRA, ICN']",['VNO'],['NRT'],Asiana Airlines + Lufthansa,['01:30'],['23:55'],0,28h 25,2 stops,"['ICN, FRA']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,779 €",Air France,['15:30'],['05:55'],+2,32h 25,1 stop,['CDG'],['VNO'],['HND'],KLM,['00:05'],['13:40'],+1,43h 35,2 stops,"['CDG, AMS']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,145 €",KLM,['08:05'],['09:35'],+1,19h 30,1 stop,['AMS'],['VNO'],['NRT'],KLM,['00:05'],['13:40'],+1,43h 35,2 stops,"['CDG, AMS']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,231 €",Lufthansa,['19:30'],['08:10'],+2,30h 40,1 stop,['FRA'],['VNO'],['HND'],Turkish Airlines,['10:35'],['10:40'],+1,30h 05,1 stop,['IST'],['NRT'],['VNO']
2024-05-24,2024-05-31,"3,091 €",Etihad Airways,['06:00'],['13:00'],+1,25h,2 stops,"['FRA, AUH']",['VNO'],['NRT'],Air France,['09:05'],['21:55'],0,18h 50,1 stop,['CDG'],['HND'],['VNO']
2024-05-24,2024-05-31,"4,099 €",Turkish Airlines + ANA (All Nippon Airways),['11:35'],['08:55'],+1,15h 20,1 stop,['IST'],['VNO'],['NRT'],Scandinavian Airlines,['11:45'],['23:35'],0,17h 50,1 stop,['CPH'],['HND'],['VNO']
2024-05-24,2024-05-31,"2,667 €",Finnair,['13:30'],['13:05'],+1,17h 35,1 stop,['HEL'],['VNO'],['NRT'],Scandinavian Airlines,['11:45'],['15:10'],+1,33h 25,1 stop,['CPH'],['HND'],['VNO']
2024-05-24,2024-05-31,"1,969 €",airBaltic + Qatar Airways,['15:30'],['23:55'],+2,50h 25,2 stops,"['CDG, DOH']",['VNO'],['HND'],Turkish Airlines,['21:55'],['10:40'],+1,18h 45,1 stop,['IST'],['HND'],['VNO']
2024-05-24,2024-05-31,"3,369 €",Lufthansa + Asiana Airlines,['13:40'],['17:20'],+1,21h 40,2 stops,"['FRA, ICN']",['VNO'],['NRT'],Air France,['09:05'],['21:55'],0,18h 50,1 stop,['CDG'],['HND'],['VNO']
2024-05-24,2024-05-31,"1,899 €",KLM,['08:05'],['18:30'],+1,28h 25,2 stops,"['AMS, CDG']",['VNO'],['HND'],KLM,['00:05'],['13:40'],+1,43h 35,2 stops,"['CDG, AMS']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,426 €",Qatar Airways,['10:10'],['23:55'],+1,31h 45,2 stops,"['HEL, DOH']",['VNO'],['HND'],Qatar Airways + Finnair,['22:50'],['17:40'],+1,24h 50,2 stops,"['DOH, HEL']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,502 €",Air France,['15:30'],['09:35'],+2,36h 05,2 stops,"['CDG, AMS']",['VNO'],['NRT'],Air France,['09:05'],['21:55'],0,18h 50,1 stop,['CDG'],['HND'],['VNO']
2024-05-24,2024-05-31,"2,138 €",Turkish Airlines,['20:35'],['07:55'],+2,29h 20,2 stops,"['IST, KIX']",['VNO'],['HND'],Air India + LOT,['11:15'],['16:20'],+1,35h 05,2 stops,"['DEL, WAW']",['NRT'],['VNO']
2024-05-24,2024-05-31,"3,120 €",Air France,['15:30'],['22:50'],+1,25h 20,2 stops,"['CDG, ICN']",['VNO'],['HND'],Air France,['09:05'],['21:55'],0,18h 50,1 stop,['CDG'],['HND'],['VNO']
2024-05-24,2024-05-31,"2,437 €",Qatar Airways,['10:10'],['23:55'],+1,31h 45,2 stops,"['HEL, DOH']",['VNO'],['HND'],Qatar Airways,['22:50'],['17:40'],+1,24h 50,2 stops,"['DOH, HEL']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,849 €",LOT + Air India,['11:00'],['08:45'],+2,39h 45,2 stops,"['WAW, DEL']",['VNO'],['NRT'],Air India + LOT,['11:15'],['16:20'],+1,35h 05,2 stops,"['DEL, WAW']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,456 €",Austrian Airlines,['15:55'],['08:50'],+2,34h 55,1 stop,['VIE'],['VNO'],['NRT'],Emirates + LOT,['00:05'],['16:20'],0,22h 15,2 stops,"['DXB, WAW']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,235 €",Singapore Airlines,['06:30'],['17:30'],+1,29h,2 stops,"['CPH, SIN']",['VNO'],['NRT'],Singapore Airlines + Scandinavian Airlines,['11:10'],['15:10'],+1,34h,2 stops,"['SIN, CPH']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,240 €",Singapore Airlines,['06:30'],['17:30'],+1,29h,2 stops,"['CPH, SIN']",['VNO'],['NRT'],Singapore Airlines,['11:10'],['15:10'],+1,34h,2 stops,"['SIN, CPH']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,070 €",airBaltic + Qatar Airways,['15:30'],['23:55'],+2,50h 25,2 stops,"['CDG, DOH']",['VNO'],['HND'],LOT,['21:50'],['10:10'],+1,18h 20,1 stop,['WAW'],['NRT'],['VNO']
2024-05-24,2024-05-31,"2,517 €",Lufthansa + Asiana Airlines,['13:40'],['17:20'],+1,21h 40,2 stops,"['FRA, ICN']",['VNO'],['NRT'],Air India + LOT,['11:15'],['16:20'],+1,35h 05,2 stops,"['DEL, WAW']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,280 €",Turkish Airlines,['20:35'],['08:55'],+2,30h 20,1 stop,['IST'],['VNO'],['NRT'],KLM,['11:20'],['13:40'],+1,32h 20,1 stop,['AMS'],['NRT'],['VNO']
2024-05-24,2024-05-31,"3,676 €",ANA (All Nippon Airways),['06:00'],['08:10'],+1,20h 10,1 stop,['FRA'],['VNO'],['HND'],Air France,['09:05'],['21:55'],0,18h 50,1 stop,['CDG'],['HND'],['VNO']
2024-05-24,2024-05-31,"2,990 €",Turkish Airlines,['20:35'],['07:55'],+2,29h 20,2 stops,"['IST, KIX']",['VNO'],['HND'],Air France,['09:05'],['21:55'],0,18h 50,1 stop,['CDG'],['HND'],['VNO']
2024-05-24,2024-05-31,"2,577 €",airBaltic + Emirates,['08:05'],['17:35'],+1,27h 30,2 stops,"['AMS, DXB']",['VNO'],['NRT'],Asiana Airlines + Lufthansa,['01:30'],['23:55'],0,28h 25,2 stops,"['ICN, FRA']",['HND'],['VNO']
2024-05-24,2024-05-31,"3,701 €",Lufthansa,['06:00'],['08:10'],+1,20h 10,1 stop,['FRA'],['VNO'],['HND'],Air France,['09:05'],['21:55'],0,18h 50,1 stop,['CDG'],['HND'],['VNO']
2024-05-24,2024-05-31,"2,468 €",Austrian Airlines,['15:55'],['08:50'],+2,34h 55,1 stop,['VIE'],['VNO'],['NRT'],Qatar Airways + LOT,['22:30'],['16:20'],+1,23h 50,2 stops,"['DOH, WAW']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,003 €",airBaltic + Qatar Airways,['15:30'],['23:55'],+2,50h 25,2 stops,"['CDG, DOH']",['VNO'],['HND'],Emirates + LOT,['00:05'],['16:20'],0,22h 15,2 stops,"['DXB, WAW']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,949 €",Air France,['15:30'],['18:30'],+1,21h,1 stop,['CDG'],['VNO'],['HND'],Asiana Airlines + Lufthansa,['01:30'],['23:55'],0,28h 25,2 stops,"['ICN, FRA']",['HND'],['VNO']
2024-05-24,2024-05-31,"3,003 €",ANA (All Nippon Airways),['06:00'],['08:10'],+1,20h 10,1 stop,['FRA'],['VNO'],['HND'],Asiana Airlines + Lufthansa,['01:30'],['23:55'],0,28h 25,2 stops,"['ICN, FRA']",['HND'],['VNO']
2024-05-24,2024-05-31,"3,025 €",Lufthansa,['06:00'],['08:10'],+1,20h 10,1 stop,['FRA'],['VNO'],['HND'],Asiana Airlines + Lufthansa,['01:30'],['23:55'],0,28h 25,2 stops,"['ICN, FRA']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,836 €",airBaltic + Qatar Airways,['15:30'],['23:55'],+2,50h 25,2 stops,"['CDG, DOH']",['VNO'],['HND'],Turkish Airlines,['10:35'],['10:40'],+1,30h 05,1 stop,['IST'],['NRT'],['VNO']
2024-05-24,2024-05-31,"2,285 €",Austrian Airlines,['15:55'],['08:50'],+2,34h 55,1 stop,['VIE'],['VNO'],['NRT'],Turkish Airlines,['10:35'],['10:40'],+1,30h 05,1 stop,['IST'],['NRT'],['VNO']
2024-05-24,2024-05-31,"4,369 €",Turkish Airlines + ANA (All Nippon Airways),['11:35'],['08:55'],+1,15h 20,1 stop,['IST'],['VNO'],['NRT'],Air France,['09:05'],['21:55'],0,18h 50,1 stop,['CDG'],['HND'],['VNO']
2024-05-24,2024-05-31,"2,398 €",airBaltic + Emirates,['08:05'],['17:35'],+1,27h 30,2 stops,"['AMS, DXB']",['VNO'],['NRT'],Air India + LOT,['11:15'],['16:20'],+1,35h 05,2 stops,"['DEL, WAW']",['NRT'],['VNO']
2024-05-24,2024-05-31,"3,250 €",airBaltic + Emirates,['08:05'],['17:35'],+1,27h 30,2 stops,"['AMS, DXB']",['VNO'],['NRT'],Air France,['09:05'],['21:55'],0,18h 50,1 stop,['CDG'],['HND'],['VNO']
2024-05-24,2024-05-31,"4,496 €",Turkish Airlines,['11:35'],['08:55'],+1,15h 20,1 stop,['IST'],['VNO'],['NRT'],ANA (All Nippon Airways),['11:45'],['23:55'],0,18h 10,1 stop,['FRA'],['HND'],['VNO']
2024-05-24,2024-05-31,"4,482 €",Turkish Airlines + ANA (All Nippon Airways),['11:35'],['08:55'],+1,15h 20,1 stop,['IST'],['VNO'],['NRT'],ANA (All Nippon Airways) + Turkish Airlines,['21:55'],['10:40'],+1,18h 45,1 stop,['IST'],['HND'],['VNO']
