,Outbound Flight Date,Return Flight Date,"Price, €",Outbound Flight Airlines,Outbound Flight Departure Time,Outbound Flight Arrival Time,Outbound Flight Arrival + Days,Outbound Flight Duration,Outbound Flight Stops,Outbound Flight Connecting Airports,Outbound Flight Departure Airport,Outbound Flight Arrival Airport,Return Flight Airlines,Return Flight Departure Time,Return Flight Arrival Time,Return Flight Arrival + Days,Return Flight Duration,Return Flight Stops,Return Flight Connecting Airports,Return Flight Departure Airport,Return Flight Arrival Airport,"Outbound Flight Duration, min","Return Flight Duration, min"
0,2024-05-03,2024-05-10,813,Turkish Airlines,20:35,07:55,2,29h 20,2,"IST, KIX",VNO,HND,Turkish Airlines,20:35,07:55,1,27h 20,2,"KIX, IST",HND,VNO,1760,1640
1,2024-05-03,2024-05-10,931,Scandinavian Airlines,21:50,07:55,2,28h 05,2,"ARN, CPH",VNO,HND,Scandinavian Airlines,21:50,07:55,0,17h 50,1,CPH,HND,VNO,1685,1070
2,2024-05-03,2024-05-10,813,Turkish Airlines,20:35,08:10,2,29h 35,2,"IST, KIX",VNO,HND,ANA (All Nippon Airways) + Turkish Airlines,20:35,08:10,1,22h 35,2,"KIX, IST",HND,VNO,1775,1355
3,2024-05-03,2024-05-10,912,Scandinavian Airlines,17:45,07:55,2,32h 10,2,"ARN, CPH",VNO,HND,Scandinavian Airlines,17:45,07:55,0,17h 50,1,CPH,HND,VNO,1930,1070
4,2024-05-03,2024-05-10,1181,Finnair,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Finnair,13:30,13:50,1,17h 50,1,HEL,HND,VNO,1100,1070
5,2024-05-03,2024-05-10,1261,Finnair,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Finnair,13:30,13:50,1,16h 35,1,HEL,NRT,VNO,1100,995
6,2024-05-03,2024-05-10,1266,Finnair,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Finnair,13:30,13:05,1,17h 50,1,HEL,HND,VNO,1055,1070
7,2024-05-03,2024-05-10,970,Turkish Airlines,20:35,07:55,2,29h 20,2,"IST, KIX",VNO,HND,Turkish Airlines,20:35,07:55,1,18h 45,1,IST,HND,VNO,1760,1125
8,2024-05-03,2024-05-10,1216,Finnair,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Finnair,13:30,13:50,0,18h 45,1,HEL,HND,VNO,1100,1125
9,2024-05-03,2024-05-10,1181,Finnair,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Finnair,10:10,13:50,1,17h 50,1,HEL,HND,VNO,1300,1070
10,2024-05-03,2024-05-10,1211,Finnair,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Finnair,13:30,13:50,1,19h 55,1,HEL,NRT,VNO,1100,1195
11,2024-05-03,2024-05-10,861,Turkish Airlines,20:35,07:55,2,29h 20,2,"IST, KIX",VNO,HND,ANA (All Nippon Airways) + Turkish Airlines,20:35,07:55,1,22h 35,2,"KIX, IST",HND,VNO,1760,1355
12,2024-05-03,2024-05-10,1253,LOT,19:15,18:30,1,17h 15,1,WAW,VNO,NRT,LOT,19:15,18:30,1,18h 20,1,WAW,NRT,VNO,1035,1100
13,2024-05-03,2024-05-10,1346,Finnair,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Finnair,13:30,13:05,1,16h 35,1,HEL,NRT,VNO,1055,995
14,2024-05-03,2024-05-10,1188,Finnair + Japan Airlines,13:30,13:55,1,18h 25,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:55,1,17h 50,1,HEL,HND,VNO,1105,1070
15,2024-05-03,2024-05-10,1208,Finnair + Japan Airlines,13:30,13:55,1,18h 25,1,HEL,VNO,HND,Finnair,13:30,13:55,1,17h 50,1,HEL,HND,VNO,1105,1070
16,2024-05-03,2024-05-10,1217,Finnair,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:50,1,17h 50,1,HEL,HND,VNO,1100,1070
17,2024-05-03,2024-05-10,1276,Finnair + Japan Airlines,13:30,13:55,1,18h 25,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:55,1,16h 35,1,HEL,NRT,VNO,1105,995
18,2024-05-03,2024-05-10,1296,Finnair,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:50,1,16h 35,1,HEL,NRT,VNO,1100,995
19,2024-05-03,2024-05-10,1199,Finnair + Japan Airlines,13:30,13:55,1,18h 25,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:55,1,19h 55,1,HEL,NRT,VNO,1105,1195
20,2024-05-03,2024-05-10,1297,Finnair + Japan Airlines,13:30,13:55,1,18h 25,1,HEL,VNO,HND,Finnair,13:30,13:55,1,16h 35,1,HEL,NRT,VNO,1105,995
21,2024-05-03,2024-05-10,1319,Finnair + Japan Airlines,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,1,17h 50,1,HEL,HND,VNO,1055,1070
22,2024-05-03,2024-05-10,1260,Finnair + Japan Airlines,13:30,13:55,1,18h 25,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:55,0,18h 45,1,HEL,HND,VNO,1105,1125
23,2024-05-03,2024-05-10,1179,Turkish Airlines,20:35,19:20,1,16h 45,1,IST,VNO,HND,ANA (All Nippon Airways) + Turkish Airlines,20:35,19:20,1,22h 35,2,"KIX, IST",HND,VNO,1005,1355
24,2024-05-03,2024-05-10,1191,British Airways + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:55,1,17h 50,1,HEL,HND,VNO,1305,1070
25,2024-05-03,2024-05-10,1290,LOT + Asiana Airlines,11:00,11:20,1,18h 20,2,"WAW, ICN",VNO,NRT,LOT,11:00,11:20,1,18h 20,1,WAW,NRT,VNO,1100,1100
26,2024-05-03,2024-05-10,1339,Turkish Airlines,20:35,19:20,1,16h 45,1,IST,VNO,HND,Turkish Airlines,20:35,19:20,1,18h 45,1,IST,HND,VNO,1005,1125
27,2024-05-03,2024-05-10,1251,LOT + Lufthansa,06:20,08:10,1,19h 50,2,"WAW, FRA",VNO,HND,ANA (All Nippon Airways),06:20,08:10,0,18h 10,1,FRA,HND,VNO,1190,1090
28,2024-05-03,2024-05-10,1247,Finnair,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:50,1,19h 55,1,HEL,NRT,VNO,1100,1195
29,2024-05-03,2024-05-10,1245,Finnair,13:30,16:00,1,20h 30,2,"HEL, FRA",VNO,NRT,Finnair,13:30,16:00,1,17h 50,1,HEL,HND,VNO,1230,1070
30,2024-05-03,2024-05-10,1251,LOT + Lufthansa,14:45,16:45,1,20h,2,"WAW, FRA",VNO,HND,ANA (All Nippon Airways),14:45,16:45,0,18h 10,1,FRA,HND,VNO,1200,1090
31,2024-05-03,2024-05-10,1398,Finnair + Japan Airlines,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,1,16h 35,1,HEL,NRT,VNO,1055,995
32,2024-05-03,2024-05-10,1286,Finnair + Japan Airlines,13:30,13:55,1,18h 25,1,HEL,VNO,HND,Finnair,13:30,13:55,0,18h 45,1,HEL,HND,VNO,1105,1125
33,2024-05-03,2024-05-10,1249,Finnair + Japan Airlines,13:30,13:55,1,18h 25,1,HEL,VNO,HND,Finnair,13:30,13:55,1,19h 55,1,HEL,NRT,VNO,1105,1195
34,2024-05-03,2024-05-10,1310,LOT + ANA (All Nippon Airways),11:00,11:20,1,18h 20,2,"WAW, ICN",VNO,NRT,LOT,11:00,11:20,1,18h 20,1,WAW,NRT,VNO,1100,1100
35,2024-05-03,2024-05-10,1214,British Airways + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Finnair,10:10,13:55,1,17h 50,1,HEL,HND,VNO,1305,1070
36,2024-05-03,2024-05-10,1186,Finnair,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:50,1,22h 10,2,"OSA, HEL",HND,VNO,1100,1330
37,2024-05-03,2024-05-10,1184,Finnair + Japan Airlines,13:30,13:55,1,18h 25,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:55,1,22h 10,2,"OSA, HEL",HND,VNO,1105,1330
38,2024-05-03,2024-05-10,1296,Finnair,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:50,0,18h 45,1,HEL,HND,VNO,1100,1125
39,2024-05-03,2024-05-10,1331,Finnair + Japan Airlines,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Finnair,13:30,13:50,1,17h 50,1,HEL,HND,VNO,1100,1070
40,2024-05-03,2024-05-10,811,Turkish Airlines,20:35,07:55,2,29h 20,2,"IST, KIX",VNO,HND,Turkish Airlines,20:35,07:55,1,30h 05,1,IST,NRT,VNO,1760,1805
41,2024-05-03,2024-05-10,1411,Finnair + Japan Airlines,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Finnair,13:30,13:05,1,16h 35,1,HEL,NRT,VNO,1055,995
42,2024-05-03,2024-05-10,1261,Finnair,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Finnair,10:10,13:50,1,16h 35,1,HEL,NRT,VNO,1300,995
43,2024-05-03,2024-05-10,1219,Finnair + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Finnair,10:10,13:55,1,17h 50,1,HEL,HND,VNO,1305,1070
44,2024-05-03,2024-05-10,1316,LOT + Lufthansa,06:20,06:55,1,18h 35,2,"WAW, MUC",VNO,HND,ANA (All Nippon Airways),06:20,06:55,0,18h 10,1,FRA,HND,VNO,1115,1090
45,2024-05-03,2024-05-10,1339,Finnair + Japan Airlines,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:50,1,17h 50,1,HEL,HND,VNO,1100,1070
46,2024-05-03,2024-05-10,1228,Finnair,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:50,1,21h 10,2,"KIX, HEL",NRT,VNO,1100,1270
47,2024-05-03,2024-05-10,1225,Finnair + Japan Airlines,13:30,13:55,1,18h 25,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:55,1,21h 10,2,"KIX, HEL",NRT,VNO,1105,1270
48,2024-05-03,2024-05-10,1228,Finnair,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:50,1,17h 50,1,HEL,HND,VNO,1300,1070
49,2024-05-03,2024-05-10,1226,Finnair + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:55,1,17h 50,1,HEL,HND,VNO,1305,1070
50,2024-05-03,2024-05-10,1296,Finnair,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Finnair,13:30,13:05,1,19h 55,1,HEL,NRT,VNO,1055,1195
51,2024-05-03,2024-05-10,1424,Finnair,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,1,16h 35,1,HEL,NRT,VNO,1055,995
52,2024-05-03,2024-05-10,1270,British Airways + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:55,1,16h 35,1,HEL,NRT,VNO,1305,995
53,2024-05-03,2024-05-10,1341,Finnair,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Finnair,13:30,13:05,0,18h 45,1,HEL,HND,VNO,1055,1125
54,2024-05-03,2024-05-10,1290,Turkish Airlines,11:35,08:55,1,15h 20,1,IST,VNO,NRT,ANA (All Nippon Airways) + Turkish Airlines,11:35,08:55,1,22h 35,2,"KIX, IST",HND,VNO,920,1355
55,2024-05-03,2024-05-10,1275,Finnair,13:30,16:00,1,20h 30,2,"HEL, FRA",VNO,NRT,Japan Airlines + Finnair,13:30,16:00,1,17h 50,1,HEL,HND,VNO,1230,1070
56,2024-05-03,2024-05-10,1266,Finnair,10:10,13:05,1,20h 55,1,HEL,VNO,NRT,Finnair,10:10,13:05,1,17h 50,1,HEL,HND,VNO,1255,1070
57,2024-05-03,2024-05-10,1325,Finnair,13:30,16:00,1,20h 30,2,"HEL, FRA",VNO,NRT,Finnair,13:30,16:00,1,16h 35,1,HEL,NRT,VNO,1230,995
58,2024-05-03,2024-05-10,1392,Finnair + Japan Airlines,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Finnair,13:30,13:05,1,17h 50,1,HEL,HND,VNO,1055,1070
59,2024-05-03,2024-05-10,1450,Turkish Airlines,11:35,08:55,1,15h 20,1,IST,VNO,NRT,Turkish Airlines,11:35,08:55,1,18h 45,1,IST,HND,VNO,920,1125
60,2024-05-03,2024-05-10,1217,Scandinavian Airlines + Air China,15:50,20:40,1,22h 50,2,"CPH, PVG",VNO,NRT,Scandinavian Airlines,15:50,20:40,0,17h 50,1,CPH,HND,VNO,1370,1070
61,2024-05-03,2024-05-10,1295,British Airways + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Finnair,10:10,13:55,1,16h 35,1,HEL,NRT,VNO,1305,995
62,2024-05-03,2024-05-10,1278,Turkish Airlines,20:35,19:20,1,16h 45,1,IST,VNO,HND,Jetstar + Turkish Airlines,20:35,19:20,1,22h 10,2,"KIX, IST",NRT,VNO,1005,1330
63,2024-05-03,2024-05-10,1299,Finnair + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Finnair,10:10,13:55,1,16h 35,1,HEL,NRT,VNO,1305,995
64,2024-05-03,2024-05-10,1328,Finnair + Japan Airlines,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,1,19h 55,1,HEL,NRT,VNO,1055,1195
65,2024-05-03,2024-05-10,1248,ANA (All Nippon Airways),06:00,09:50,1,21h 50,1,FRA,VNO,HND,ANA (All Nippon Airways),06:00,09:50,0,18h 10,1,FRA,HND,VNO,1310,1090
66,2024-05-03,2024-05-10,1331,airBaltic + Lufthansa,05:35,06:55,1,19h 20,2,"RIX, MUC",VNO,HND,Lufthansa,05:35,06:55,0,18h 10,1,FRA,HND,VNO,1160,1090
67,2024-05-03,2024-05-10,1309,Finnair,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:50,1,16h 35,1,HEL,NRT,VNO,1300,995
68,2024-05-03,2024-05-10,1306,Finnair + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:55,1,16h 35,1,HEL,NRT,VNO,1305,995
69,2024-05-03,2024-05-10,1356,Finnair,13:30,16:00,1,20h 30,2,"HEL, FRA",VNO,NRT,Japan Airlines + Finnair,13:30,16:00,1,16h 35,1,HEL,NRT,VNO,1230,995
70,2024-05-03,2024-05-10,1211,Finnair,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Finnair,10:10,13:50,1,19h 55,1,HEL,NRT,VNO,1300,1195
71,2024-05-03,2024-05-10,1321,Lufthansa,06:00,08:00,1,20h,2,"FRA, MUC",VNO,HND,ANA (All Nippon Airways),06:00,08:00,0,18h 10,1,FRA,HND,VNO,1200,1090
72,2024-05-03,2024-05-10,972,Turkish Airlines,20:35,07:55,2,29h 20,2,"IST, KIX",VNO,HND,Turkish Airlines,20:35,07:55,1,22h 35,2,"KIX, IST",HND,VNO,1760,1355
73,2024-05-03,2024-05-10,1346,Finnair,10:10,13:05,1,20h 55,1,HEL,VNO,NRT,Finnair,10:10,13:05,1,16h 35,1,HEL,NRT,VNO,1255,995
74,2024-05-03,2024-05-10,1389,Finnair + Japan Airlines,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,0,18h 45,1,HEL,HND,VNO,1055,1125
75,2024-05-03,2024-05-10,1317,ANA (All Nippon Airways),06:00,08:10,1,20h 10,1,FRA,VNO,HND,ANA (All Nippon Airways),06:00,08:10,0,18h 10,1,FRA,HND,VNO,1210,1090
76,2024-05-03,2024-05-10,1278,Finnair + Japan Airlines,13:30,13:55,1,18h 25,1,HEL,VNO,HND,Jetstar + Finnair,13:30,13:55,1,21h 10,2,"KIX, HEL",NRT,VNO,1105,1270
77,2024-05-03,2024-05-10,1285,Finnair,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Jetstar + Finnair,13:30,13:50,1,21h 10,2,"KIX, HEL",NRT,VNO,1100,1270
78,2024-05-03,2024-05-10,1222,British Airways + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:55,1,19h 55,1,HEL,NRT,VNO,1305,1195
79,2024-05-03,2024-05-10,1374,Lufthansa,06:00,06:55,1,18h 55,2,"FRA, MUC",VNO,HND,ANA (All Nippon Airways),06:00,06:55,0,18h 10,1,FRA,HND,VNO,1135,1090
80,2024-05-03,2024-05-10,1360,Finnair + Japan Airlines,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Finnair,13:30,13:05,1,19h 55,1,HEL,NRT,VNO,1055,1195
81,2024-05-03,2024-05-10,1343,LOT + Lufthansa,06:20,08:10,1,19h 50,2,"WAW, FRA",VNO,HND,Lufthansa,06:20,08:10,0,18h 10,1,FRA,HND,VNO,1190,1090
82,2024-05-03,2024-05-10,1335,Lufthansa,06:00,08:10,1,20h 10,1,FRA,VNO,HND,ANA (All Nippon Airways),06:00,08:10,0,18h 10,1,FRA,HND,VNO,1210,1090
83,2024-05-03,2024-05-10,1343,LOT + Lufthansa,14:45,16:45,1,20h,2,"WAW, FRA",VNO,HND,Lufthansa,14:45,16:45,0,18h 10,1,FRA,HND,VNO,1200,1090
84,2024-05-03,2024-05-10,1169,British Airways + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:55,1,22h 10,2,"OSA, HEL",HND,VNO,1305,1330
85,2024-05-03,2024-05-10,1269,British Airways + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:55,0,18h 45,1,HEL,HND,VNO,1305,1125
86,2024-05-03,2024-05-10,1372,Finnair,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,1,19h 55,1,HEL,NRT,VNO,1055,1195
87,2024-05-03,2024-05-10,1275,Finnair,13:30,16:00,1,20h 30,2,"HEL, FRA",VNO,NRT,Finnair,13:30,16:00,1,19h 55,1,HEL,NRT,VNO,1230,1195
88,2024-05-03,2024-05-10,1288,ANA (All Nippon Airways),06:00,09:50,1,21h 50,1,FRA,VNO,HND,ANA (All Nippon Airways) + Lufthansa,06:00,09:50,0,18h 10,1,FRA,HND,VNO,1310,1090
89,2024-05-03,2024-05-10,1203,British Airways + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:55,1,21h 10,2,"KIX, HEL",NRT,VNO,1305,1270
90,2024-05-03,2024-05-10,1317,ANA (All Nippon Airways),13:40,16:45,1,21h 05,1,FRA,VNO,HND,ANA (All Nippon Airways),13:40,16:45,0,18h 10,1,FRA,HND,VNO,1265,1090
91,2024-05-03,2024-05-10,1423,Finnair,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,0,18h 45,1,HEL,HND,VNO,1055,1125
92,2024-05-03,2024-05-10,1340,LOT + Asiana Airlines,09:00,11:20,1,20h 20,2,"WAW, ICN",VNO,NRT,LOT,09:00,11:20,1,18h 20,1,WAW,NRT,VNO,1220,1100
93,2024-05-03,2024-05-10,1244,British Airways + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Finnair,10:10,13:55,1,19h 55,1,HEL,NRT,VNO,1305,1195
94,2024-05-03,2024-05-10,1296,LOT,14:45,18:30,1,21h 45,1,WAW,VNO,NRT,LOT,14:45,18:30,1,18h 20,1,WAW,NRT,VNO,1305,1100
95,2024-05-03,2024-05-10,1179,Turkish Airlines,20:35,19:20,1,16h 45,1,IST,VNO,HND,Turkish Airlines,20:35,19:20,1,27h 20,2,"KIX, IST",HND,VNO,1005,1640
96,2024-05-03,2024-05-10,1416,LOT + Lufthansa,06:20,06:55,1,18h 35,2,"WAW, MUC",VNO,HND,Lufthansa,06:20,06:55,0,18h 10,1,FRA,HND,VNO,1115,1090
97,2024-05-03,2024-05-10,1249,Finnair + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Finnair,10:10,13:55,1,19h 55,1,HEL,NRT,VNO,1305,1195
98,2024-05-03,2024-05-10,1359,ANA (All Nippon Airways),06:00,08:10,1,20h 10,1,FRA,VNO,HND,ANA (All Nippon Airways) + Lufthansa,06:00,08:10,0,18h 10,1,FRA,HND,VNO,1210,1090
99,2024-05-03,2024-05-10,1375,LOT + Lufthansa,06:20,06:55,1,18h 35,2,"WAW, MUC",VNO,HND,ANA (All Nippon Airways) + Lufthansa,06:20,06:55,0,19h 25,1,MUC,HND,VNO,1115,1165
100,2024-05-03,2024-05-10,1257,Finnair,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:50,1,19h 55,1,HEL,NRT,VNO,1300,1195
101,2024-05-03,2024-05-10,1255,Finnair + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:55,1,19h 55,1,HEL,NRT,VNO,1305,1195
102,2024-05-03,2024-05-10,1411,Finnair + Japan Airlines,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Finnair,13:30,13:50,0,18h 45,1,HEL,HND,VNO,1100,1125
103,2024-05-03,2024-05-10,1335,Lufthansa,13:40,16:45,1,21h 05,1,FRA,VNO,HND,ANA (All Nippon Airways),13:40,16:45,0,18h 10,1,FRA,HND,VNO,1265,1090
104,2024-05-03,2024-05-10,1352,Finnair + Japan Airlines,10:10,13:05,1,20h 55,1,HEL,VNO,NRT,Japan Airlines + Finnair,10:10,13:05,1,17h 50,1,HEL,HND,VNO,1255,1070
105,2024-05-03,2024-05-10,1398,Turkish Airlines,11:35,08:55,1,15h 20,1,IST,VNO,NRT,Jetstar + Turkish Airlines,11:35,08:55,1,22h 10,2,"KIX, IST",NRT,VNO,920,1330
106,2024-05-03,2024-05-10,838,Turkish Airlines,20:35,07:55,2,29h 20,2,"IST, KIX",VNO,HND,Turkish Airlines,20:35,07:55,1,33h 15,2,"KIX, IST",HND,VNO,1760,1995
107,2024-05-03,2024-05-10,1295,British Airways + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Finnair,10:10,13:55,0,18h 45,1,HEL,HND,VNO,1305,1125
108,2024-05-03,2024-05-10,1353,Finnair + Japan Airlines,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,1,21h 10,2,"KIX, HEL",NRT,VNO,1055,1270
109,2024-05-03,2024-05-10,1298,Finnair,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:50,0,18h 45,1,HEL,HND,VNO,1300,1125
110,2024-05-03,2024-05-10,1296,Finnair + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:55,0,18h 45,1,HEL,HND,VNO,1305,1125
111,2024-05-03,2024-05-10,1224,Finnair,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Japan Airlines + British Airways,13:30,13:50,1,24h 35,1,HEL,NRT,VNO,1100,1475
112,2024-05-03,2024-05-10,1222,Finnair + Japan Airlines,13:30,13:55,1,18h 25,1,HEL,VNO,HND,Japan Airlines + British Airways,13:30,13:55,1,24h 35,1,HEL,NRT,VNO,1105,1475
113,2024-05-03,2024-05-10,1228,Finnair,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:50,1,21h 10,2,"KIX, HEL",NRT,VNO,1300,1270
114,2024-05-03,2024-05-10,1301,Finnair,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Finnair,10:10,13:50,0,18h 45,1,HEL,HND,VNO,1300,1125
115,2024-05-03,2024-05-10,1299,Finnair + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Finnair,10:10,13:55,0,18h 45,1,HEL,HND,VNO,1305,1125
116,2024-05-03,2024-05-10,1362,LOT + ANA (All Nippon Airways),09:00,11:20,1,20h 20,2,"WAW, ICN",VNO,NRT,LOT,09:00,11:20,1,18h 20,1,WAW,NRT,VNO,1220,1100
117,2024-05-03,2024-05-10,1341,Turkish Airlines,20:35,19:20,1,16h 45,1,IST,VNO,HND,Turkish Airlines,20:35,19:20,1,22h 35,2,"KIX, IST",HND,VNO,1005,1355
118,2024-05-03,2024-05-10,1319,ANA (All Nippon Airways),06:00,09:50,1,21h 50,1,FRA,VNO,HND,Lufthansa,06:00,09:50,0,18h 10,1,FRA,HND,VNO,1310,1090
119,2024-05-03,2024-05-10,1306,Finnair,13:30,16:00,1,20h 30,2,"HEL, FRA",VNO,NRT,Japan Airlines + Finnair,13:30,16:00,1,19h 55,1,HEL,NRT,VNO,1230,1195
120,2024-05-03,2024-05-10,1232,Finnair + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:55,1,21h 10,2,"KIX, HEL",NRT,VNO,1305,1270
121,2024-05-03,2024-05-10,1296,Finnair,10:10,13:05,1,20h 55,1,HEL,VNO,NRT,Finnair,10:10,13:05,1,19h 55,1,HEL,NRT,VNO,1255,1195
122,2024-05-03,2024-05-10,1392,Lufthansa,06:00,08:00,1,20h,2,"FRA, MUC",VNO,HND,Lufthansa,06:00,08:00,0,18h 10,1,FRA,HND,VNO,1200,1090
123,2024-05-03,2024-05-10,1355,Finnair,13:30,16:00,1,20h 30,2,"HEL, FRA",VNO,NRT,Japan Airlines + Finnair,13:30,16:00,0,18h 45,1,HEL,HND,VNO,1230,1125
124,2024-05-03,2024-05-10,838,Turkish Airlines,20:35,07:55,2,29h 20,2,"IST, KIX",VNO,HND,Turkish Airlines,20:35,07:55,1,34h 15,2,"OSA, IST",HND,VNO,1760,2055
125,2024-05-03,2024-05-10,1172,Finnair + Japan Airlines,13:30,13:55,1,18h 25,1,HEL,VNO,HND,Finnair,13:30,13:55,1,27h,2,"KIX, HEL",HND,VNO,1105,1620
126,2024-05-03,2024-05-10,1358,Finnair,13:30,16:00,1,20h 30,2,"HEL, FRA",VNO,NRT,Finnair,13:30,16:00,0,18h 45,1,HEL,HND,VNO,1230,1125
127,2024-05-03,2024-05-10,1359,ANA (All Nippon Airways),13:40,16:45,1,21h 05,1,FRA,VNO,HND,ANA (All Nippon Airways) + Lufthansa,13:40,16:45,0,18h 10,1,FRA,HND,VNO,1265,1090
128,2024-05-03,2024-05-10,1152,British Airways + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Japan Airlines + British Airways,10:10,13:55,1,24h 35,1,HEL,NRT,VNO,1305,1475
129,2024-05-03,2024-05-10,1353,Finnair + Japan Airlines,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:50,1,21h 10,2,"KIX, HEL",NRT,VNO,1100,1270
130,2024-05-03,2024-05-10,1354,Finnair + Japan Airlines,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:50,1,17h 50,1,HEL,HND,VNO,1300,1070
131,2024-05-03,2024-05-10,1124,British Airways + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Japan Airlines + British Airways,10:10,13:55,1,25h 50,1,HEL,HND,VNO,1305,1550
