,Outbound Flight Date,Return Flight Date,"Price, €",Outbound Flight Airlines,Outbound Flight Departure Time,Outbound Flight Arrival Time,Outbound Flight Arrival + Days,Outbound Flight Duration,Outbound Flight Stops,Outbound Flight Connecting Airports,Outbound Flight Departure Airport,Outbound Flight Arrival Airport,Return Flight Airlines,Return Flight Departure Time,Return Flight Arrival Time,Return Flight Arrival + Days,Return Flight Duration,Return Flight Stops,Return Flight Connecting Airports,Return Flight Departure Airport,Return Flight Arrival Airport,"Outbound Flight Duration, min","Return Flight Duration, min"
681,2024-05-10,2024-05-17,961,Finnair,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Finnair,10:10,13:50,1,16h 35,1,HEL,NRT,VNO,1300,995
682,2024-05-10,2024-05-17,1001,Finnair,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Finnair,13:30,13:50,1,17h 50,1,HEL,HND,VNO,1100,1070
683,2024-05-10,2024-05-17,1047,Turkish Airlines,11:35,08:55,1,15h 20,1,IST,VNO,NRT,Turkish Airlines,11:35,08:55,1,18h 45,1,IST,HND,VNO,920,1125
684,2024-05-10,2024-05-17,971,Finnair,10:10,13:05,1,20h 55,1,HEL,VNO,NRT,Finnair,10:10,13:05,1,17h 50,1,HEL,HND,VNO,1255,1070
685,2024-05-10,2024-05-17,913,Turkish Airlines,11:35,08:55,1,15h 20,1,IST,VNO,NRT,Jetstar + Turkish Airlines,11:35,08:55,1,22h 10,2,"KIX, IST",NRT,VNO,920,1330
686,2024-05-10,2024-05-17,1003,Turkish Airlines,11:35,08:55,1,15h 20,1,IST,VNO,NRT,Turkish Airlines,11:35,08:55,1,22h 35,2,"KIX, IST",HND,VNO,920,1355
687,2024-05-10,2024-05-17,1025,Finnair + Japan Airlines,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Finnair,13:30,13:05,1,16h 35,1,HEL,NRT,VNO,1055,995
688,2024-05-10,2024-05-17,1038,Finnair,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,1,16h 35,1,HEL,NRT,VNO,1055,995
689,2024-05-10,2024-05-17,1035,Finnair + Japan Airlines,13:30,13:55,1,18h 25,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:55,1,16h 35,1,HEL,NRT,VNO,1105,995
690,2024-05-10,2024-05-17,1058,Finnair + Japan Airlines,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,1,16h 35,1,HEL,NRT,VNO,1055,995
691,2024-05-10,2024-05-17,1037,Finnair,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,1,17h 50,1,HEL,HND,VNO,1055,1070
692,2024-05-10,2024-05-17,1050,Finnair + Japan Airlines,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:50,1,16h 35,1,HEL,NRT,VNO,1100,995
693,2024-05-10,2024-05-17,1047,Finnair + Japan Airlines,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,1,17h 50,1,HEL,HND,VNO,1055,1070
694,2024-05-10,2024-05-17,1053,Finnair + Japan Airlines,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Finnair,13:30,13:50,1,16h 35,1,HEL,NRT,VNO,1100,995
695,2024-05-10,2024-05-17,1062,Finnair,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:50,1,16h 35,1,HEL,NRT,VNO,1100,995
696,2024-05-10,2024-05-17,996,Finnair + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Finnair,10:10,13:55,1,16h 35,1,HEL,NRT,VNO,1305,995
697,2024-05-10,2024-05-17,1061,Finnair + Japan Airlines,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Finnair,13:30,13:05,1,17h 50,1,HEL,HND,VNO,1055,1070
698,2024-05-10,2024-05-17,1050,Finnair + Japan Airlines,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:50,1,17h 50,1,HEL,HND,VNO,1100,1070
699,2024-05-10,2024-05-17,981,British Airways + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Finnair,10:10,13:55,1,16h 35,1,HEL,NRT,VNO,1305,995
700,2024-05-10,2024-05-17,1060,Finnair + Japan Airlines,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Finnair,13:30,13:50,1,17h 50,1,HEL,HND,VNO,1100,1070
701,2024-05-10,2024-05-17,1068,Finnair,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:50,1,17h 50,1,HEL,HND,VNO,1100,1070
702,2024-05-10,2024-05-17,1012,Finnair,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:50,1,16h 35,1,HEL,NRT,VNO,1300,995
703,2024-05-10,2024-05-17,1037,British Airways + Japan Airlines,10:10,13:05,1,20h 55,1,HEL,VNO,NRT,Finnair,10:10,13:05,1,16h 35,1,HEL,NRT,VNO,1255,995
704,2024-05-10,2024-05-17,991,Finnair,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Finnair,10:10,13:50,1,17h 50,1,HEL,HND,VNO,1300,1070
705,2024-05-10,2024-05-17,1031,Finnair + Japan Airlines,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Finnair,13:30,13:50,1,19h 55,1,HEL,NRT,VNO,1100,1195
706,2024-05-10,2024-05-17,1052,British Airways + Japan Airlines,10:10,13:05,1,20h 55,1,HEL,VNO,NRT,Japan Airlines + Finnair,10:10,13:05,1,16h 35,1,HEL,NRT,VNO,1255,995
707,2024-05-10,2024-05-17,1053,Finnair,10:10,13:05,1,20h 55,1,HEL,VNO,NRT,Japan Airlines + Finnair,10:10,13:05,1,16h 35,1,HEL,NRT,VNO,1255,995
708,2024-05-10,2024-05-17,1038,British Airways + Japan Airlines,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Finnair,10:10,13:50,1,16h 35,1,HEL,NRT,VNO,1300,995
709,2024-05-10,2024-05-17,1059,Finnair + Japan Airlines,10:10,13:05,1,20h 55,1,HEL,VNO,NRT,Japan Airlines + Finnair,10:10,13:05,1,16h 35,1,HEL,NRT,VNO,1255,995
710,2024-05-10,2024-05-17,1008,British Airways + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:55,1,17h 50,1,HEL,HND,VNO,1305,1070
711,2024-05-10,2024-05-17,1017,Finnair,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:50,1,17h 50,1,HEL,HND,VNO,1300,1070
712,2024-05-10,2024-05-17,1052,British Airways + Japan Airlines,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:50,1,16h 35,1,HEL,NRT,VNO,1300,995
713,2024-05-10,2024-05-17,1022,Finnair + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:55,1,17h 50,1,HEL,HND,VNO,1305,1070
714,2024-05-10,2024-05-17,1061,Finnair + Japan Airlines,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:50,1,16h 35,1,HEL,NRT,VNO,1300,995
715,2024-05-10,2024-05-17,1062,Finnair + Japan Airlines,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Finnair,10:10,13:50,1,16h 35,1,HEL,NRT,VNO,1300,995
716,2024-05-10,2024-05-17,1029,Finnair + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Finnair,10:10,13:55,1,17h 50,1,HEL,HND,VNO,1305,1070
717,2024-05-10,2024-05-17,1121,Finnair,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Finnair,13:30,13:05,0,18h 45,1,HEL,HND,VNO,1055,1125
718,2024-05-10,2024-05-17,1051,British Airways + Japan Airlines,10:10,13:05,1,20h 55,1,HEL,VNO,NRT,Japan Airlines + Finnair,10:10,13:05,1,17h 50,1,HEL,HND,VNO,1255,1070
719,2024-05-10,2024-05-17,1048,Turkish Airlines,20:35,19:20,1,16h 45,1,IST,VNO,HND,Jetstar + Turkish Airlines,20:35,19:20,1,22h 10,2,"KIX, IST",NRT,VNO,1005,1330
720,2024-05-10,2024-05-17,1053,Finnair,10:10,13:05,1,20h 55,1,HEL,VNO,NRT,Japan Airlines + Finnair,10:10,13:05,1,17h 50,1,HEL,HND,VNO,1255,1070
721,2024-05-10,2024-05-17,1151,LOT,19:15,18:30,1,17h 15,1,WAW,VNO,NRT,LOT,19:15,18:30,1,18h 20,1,WAW,NRT,VNO,1035,1100
722,2024-05-10,2024-05-17,1057,British Airways + Japan Airlines,10:10,13:05,1,20h 55,1,HEL,VNO,NRT,Finnair,10:10,13:05,1,17h 50,1,HEL,HND,VNO,1255,1070
723,2024-05-10,2024-05-17,1063,Finnair + Japan Airlines,10:10,13:05,1,20h 55,1,HEL,VNO,NRT,Finnair,10:10,13:05,1,17h 50,1,HEL,HND,VNO,1255,1070
724,2024-05-10,2024-05-17,1017,Scandinavian Airlines + Air China,15:50,20:40,1,22h 50,2,"CPH, PVG",VNO,NRT,Scandinavian Airlines,15:50,20:40,0,17h 50,1,CPH,HND,VNO,1370,1070
725,2024-05-10,2024-05-17,1053,British Airways + Japan Airlines,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:50,1,17h 50,1,HEL,HND,VNO,1300,1070
726,2024-05-10,2024-05-17,1126,Finnair + Japan Airlines,13:30,13:55,1,18h 25,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:55,0,18h 45,1,HEL,HND,VNO,1105,1125
727,2024-05-10,2024-05-17,1152,Finnair + Japan Airlines,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,0,18h 45,1,HEL,HND,VNO,1055,1125
728,2024-05-10,2024-05-17,865,Turkish Airlines,11:35,08:55,1,15h 20,1,IST,VNO,NRT,Turkish Airlines,11:35,08:55,1,33h 15,2,"KIX, IST",HND,VNO,920,1995
729,2024-05-10,2024-05-17,1158,Finnair,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,0,18h 45,1,HEL,HND,VNO,1055,1125
730,2024-05-10,2024-05-17,1073,Lufthansa,13:40,16:45,1,21h 05,1,FRA,VNO,HND,ANA (All Nippon Airways),13:40,16:45,0,18h 10,1,FRA,HND,VNO,1265,1090
731,2024-05-10,2024-05-17,1067,British Airways + Japan Airlines,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Finnair,10:10,13:50,1,17h 50,1,HEL,HND,VNO,1300,1070
732,2024-05-10,2024-05-17,1032,Finnair + Japan Airlines,10:10,13:05,1,20h 55,1,HEL,VNO,NRT,Finnair,10:10,13:05,1,19h 55,1,HEL,NRT,VNO,1255,1195
733,2024-05-10,2024-05-17,813,Turkish Airlines,20:35,08:10,2,29h 35,2,"IST, KIX",VNO,HND,ANA (All Nippon Airways) + Turkish Airlines,20:35,08:10,1,22h 35,2,"KIX, IST",HND,VNO,1775,1355
734,2024-05-10,2024-05-17,966,Turkish Airlines,20:35,19:20,1,16h 45,1,IST,VNO,HND,Turkish Airlines,20:35,19:20,1,27h 20,2,"KIX, IST",HND,VNO,1005,1640
735,2024-05-10,2024-05-17,1160,LOT + Lufthansa,06:20,06:55,1,18h 35,2,"WAW, MUC",VNO,HND,ANA (All Nippon Airways),06:20,06:55,0,18h 10,1,FRA,HND,VNO,1115,1090
736,2024-05-10,2024-05-17,823,Scandinavian Airlines,15:50,07:55,2,34h 05,1,CPH,VNO,HND,Scandinavian Airlines,15:50,07:55,0,17h 50,1,CPH,HND,VNO,2045,1070
737,2024-05-10,2024-05-17,1104,Finnair,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Jetstar + Finnair,13:30,13:05,1,21h 10,2,"KIX, HEL",NRT,VNO,1055,1270
738,2024-05-10,2024-05-17,1084,Finnair + Japan Airlines,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Finnair,10:10,13:50,1,17h 50,1,HEL,HND,VNO,1300,1070
739,2024-05-10,2024-05-17,864,Turkish Airlines,11:35,08:55,1,15h 20,1,IST,VNO,NRT,Turkish Airlines,11:35,08:55,1,34h 15,2,"OSA, IST",HND,VNO,920,2055
740,2024-05-10,2024-05-17,1155,Finnair + Japan Airlines,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:50,0,18h 45,1,HEL,HND,VNO,1100,1125
741,2024-05-10,2024-05-17,1118,ANA (All Nippon Airways),06:00,08:10,1,20h 10,1,FRA,VNO,HND,ANA (All Nippon Airways),06:00,08:10,0,18h 10,1,FRA,HND,VNO,1210,1090
742,2024-05-10,2024-05-17,1072,ANA (All Nippon Airways),06:00,09:50,1,21h 50,1,FRA,VNO,HND,ANA (All Nippon Airways),06:00,09:50,0,18h 10,1,FRA,HND,VNO,1310,1090
743,2024-05-10,2024-05-17,812,Turkish Airlines,20:35,08:55,2,30h 20,1,IST,VNO,NRT,ANA (All Nippon Airways) + Turkish Airlines,20:35,08:55,1,22h 35,2,"KIX, IST",HND,VNO,1820,1355
744,2024-05-10,2024-05-17,1052,British Airways + Japan Airlines,10:10,13:05,1,20h 55,1,HEL,VNO,NRT,Japan Airlines + Finnair,10:10,13:05,1,19h 55,1,HEL,NRT,VNO,1255,1195
745,2024-05-10,2024-05-17,1171,Finnair + Japan Airlines,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Finnair,13:30,13:50,0,18h 45,1,HEL,HND,VNO,1100,1125
746,2024-05-10,2024-05-17,1030,Finnair,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Japan Airlines + British Airways,13:30,13:05,1,24h 35,1,HEL,NRT,VNO,1055,1475
747,2024-05-10,2024-05-17,1172,Finnair,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:50,0,18h 45,1,HEL,HND,VNO,1100,1125
748,2024-05-10,2024-05-17,959,Turkish Airlines,11:35,08:55,1,15h 20,1,IST,VNO,NRT,Turkish Airlines,11:35,08:55,1,30h 05,1,IST,NRT,VNO,920,1805
749,2024-05-10,2024-05-17,1136,Lufthansa,06:00,08:10,1,20h 10,1,FRA,VNO,HND,ANA (All Nippon Airways),06:00,08:10,0,18h 10,1,FRA,HND,VNO,1210,1090
750,2024-05-10,2024-05-17,1052,British Airways + Japan Airlines,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:50,1,19h 55,1,HEL,NRT,VNO,1300,1195
751,2024-05-10,2024-05-17,1051,British Airways + Japan Airlines,10:10,13:05,1,20h 55,1,HEL,VNO,NRT,Japan Airlines + Finnair,10:10,13:05,1,21h 10,1,HEL,HND,VNO,1255,1270
752,2024-05-10,2024-05-17,1128,Turkish Airlines,20:35,19:20,1,16h 45,1,IST,VNO,HND,Turkish Airlines,20:35,19:20,1,22h 35,2,"KIX, IST",HND,VNO,1005,1355
753,2024-05-10,2024-05-17,1121,Finnair,10:10,13:05,1,20h 55,1,HEL,VNO,NRT,Finnair,10:10,13:05,0,18h 45,1,HEL,HND,VNO,1255,1125
754,2024-05-10,2024-05-17,863,Turkish Airlines,20:35,07:55,2,29h 20,2,"IST, KIX",VNO,HND,ANA (All Nippon Airways) + Turkish Airlines,20:35,07:55,1,22h 35,2,"KIX, IST",HND,VNO,1760,1355
755,2024-05-10,2024-05-17,1134,Finnair + Japan Airlines,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Jetstar + Finnair,13:30,13:50,1,21h 10,2,"KIX, HEL",NRT,VNO,1100,1270
756,2024-05-10,2024-05-17,1070,Finnair + Japan Airlines,10:10,13:05,1,20h 55,1,HEL,VNO,NRT,Japan Airlines + Finnair,10:10,13:05,1,21h 10,1,HEL,HND,VNO,1255,1270
757,2024-05-10,2024-05-17,995,British Airways + Japan Airlines,10:10,13:05,1,20h 55,1,HEL,VNO,NRT,Japan Airlines + British Airways,10:10,13:05,1,24h 35,1,HEL,NRT,VNO,1255,1475
758,2024-05-10,2024-05-17,1122,Finnair,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:50,0,18h 45,1,HEL,HND,VNO,1300,1125
759,2024-05-10,2024-05-17,1128,Finnair,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Finnair,10:10,13:50,0,18h 45,1,HEL,HND,VNO,1300,1125
760,2024-05-10,2024-05-17,1089,LOT + Lufthansa,11:00,16:45,1,23h 45,2,"WAW, FRA",VNO,HND,ANA (All Nippon Airways),11:00,16:45,0,18h 10,1,FRA,HND,VNO,1425,1090
761,2024-05-10,2024-05-17,1065,British Airways + Japan Airlines,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Jetstar + Finnair,10:10,13:50,1,21h 10,2,"KIX, HEL",NRT,VNO,1300,1270
762,2024-05-10,2024-05-17,1156,British Airways + Japan Airlines,10:10,13:05,1,20h 55,1,HEL,VNO,NRT,Japan Airlines + Finnair,10:10,13:05,0,18h 45,1,HEL,HND,VNO,1255,1125
763,2024-05-10,2024-05-17,1155,Finnair,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,1,22h 10,2,"OSA, HEL",HND,VNO,1055,1330
764,2024-05-10,2024-05-17,1158,Finnair,10:10,13:05,1,20h 55,1,HEL,VNO,NRT,Japan Airlines + Finnair,10:10,13:05,0,18h 45,1,HEL,HND,VNO,1255,1125
765,2024-05-10,2024-05-17,1136,Finnair + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:55,0,18h 45,1,HEL,HND,VNO,1305,1125
766,2024-05-10,2024-05-17,995,British Airways + Japan Airlines,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Japan Airlines + British Airways,10:10,13:50,1,24h 35,1,HEL,NRT,VNO,1300,1475
767,2024-05-10,2024-05-17,994,British Airways + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Japan Airlines + British Airways,10:10,13:55,1,24h 35,1,HEL,NRT,VNO,1305,1475
768,2024-05-10,2024-05-17,813,Turkish Airlines,20:35,07:55,2,29h 20,2,"IST, KIX",VNO,HND,Turkish Airlines,20:35,07:55,1,27h 20,2,"KIX, IST",HND,VNO,1760,1640
769,2024-05-10,2024-05-17,878,Turkish Airlines,20:35,08:55,2,30h 20,1,IST,VNO,NRT,Jetstar + Turkish Airlines,20:35,08:55,1,22h 10,2,"KIX, IST",NRT,VNO,1820,1330
770,2024-05-10,2024-05-17,1139,Finnair + Japan Airlines,10:10,13:55,1,21h 45,1,HEL,VNO,HND,Finnair,10:10,13:55,0,18h 45,1,HEL,HND,VNO,1305,1125
771,2024-05-10,2024-05-17,1246,Lufthansa,06:00,06:55,1,18h 55,2,"FRA, MUC",VNO,HND,ANA (All Nippon Airways),06:00,06:55,0,18h 10,1,FRA,HND,VNO,1135,1090
772,2024-05-10,2024-05-17,1167,Finnair + Japan Airlines,10:10,13:05,1,20h 55,1,HEL,VNO,NRT,Japan Airlines + Finnair,10:10,13:05,0,18h 45,1,HEL,HND,VNO,1255,1125
773,2024-05-10,2024-05-17,1177,Finnair + Japan Airlines,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:50,1,17h 50,1,HEL,HND,VNO,1300,1070
774,2024-05-10,2024-05-17,966,Turkish Airlines,11:35,19:20,1,25h 45,1,IST,VNO,HND,ANA (All Nippon Airways) + Turkish Airlines,11:35,19:20,1,22h 35,2,"KIX, IST",HND,VNO,1545,1355
775,2024-05-10,2024-05-17,812,Turkish Airlines,20:35,08:55,2,30h 20,1,IST,VNO,NRT,Turkish Airlines,20:35,08:55,1,27h 20,2,"KIX, IST",HND,VNO,1820,1640
776,2024-05-10,2024-05-17,1137,Lufthansa,13:40,16:45,1,21h 05,1,FRA,VNO,HND,Lufthansa,13:40,16:45,0,20h 15,1,FRA,HND,VNO,1265,1215
777,2024-05-10,2024-05-17,1119,ANA (All Nippon Airways),06:00,09:50,1,21h 50,1,FRA,VNO,HND,Lufthansa,06:00,09:50,0,20h 15,1,FRA,HND,VNO,1310,1215
778,2024-05-10,2024-05-17,1166,British Airways + Japan Airlines,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:50,0,18h 45,1,HEL,HND,VNO,1300,1125
779,2024-05-10,2024-05-17,1202,ANA (All Nippon Airways),13:40,16:45,1,21h 05,1,FRA,VNO,HND,ANA (All Nippon Airways),13:40,16:45,0,18h 10,1,FRA,HND,VNO,1265,1090
780,2024-05-10,2024-05-17,1206,Lufthansa,13:40,16:45,1,21h 05,1,FRA,VNO,HND,Lufthansa,13:40,16:45,0,18h 10,1,FRA,HND,VNO,1265,1090
781,2024-05-10,2024-05-17,1236,Lufthansa,06:00,08:10,1,20h 10,1,FRA,VNO,HND,ANA (All Nippon Airways) + Lufthansa,06:00,08:10,0,18h 10,1,FRA,HND,VNO,1210,1090
782,2024-05-10,2024-05-17,1173,Finnair + Japan Airlines,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Finnair,10:10,13:50,0,18h 45,1,HEL,HND,VNO,1300,1125
783,2024-05-10,2024-05-17,1185,LOT,14:45,18:30,1,21h 45,1,WAW,VNO,NRT,LOT,14:45,18:30,1,18h 20,1,WAW,NRT,VNO,1305,1100
784,2024-05-10,2024-05-17,1022,British Airways + Japan Airlines,10:10,13:05,1,20h 55,1,HEL,VNO,NRT,Japan Airlines + British Airways,10:10,13:05,1,25h 50,1,HEL,HND,VNO,1255,1550
785,2024-05-10,2024-05-17,1183,Lufthansa,06:00,08:10,1,20h 10,1,FRA,VNO,HND,Lufthansa,06:00,08:10,0,20h 15,1,FRA,HND,VNO,1210,1215
786,2024-05-10,2024-05-17,1185,Finnair,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:50,1,22h 10,2,"OSA, HEL",HND,VNO,1100,1330
787,2024-05-10,2024-05-17,1253,Lufthansa,06:00,08:10,1,20h 10,1,FRA,VNO,HND,Lufthansa,06:00,08:10,0,18h 10,1,FRA,HND,VNO,1210,1090
788,2024-05-10,2024-05-17,1254,Lufthansa + ANA (All Nippon Airways),06:00,08:10,1,20h 10,1,FRA,VNO,HND,ANA (All Nippon Airways),06:00,08:10,0,18h 10,1,FRA,HND,VNO,1210,1090
789,2024-05-10,2024-05-17,1303,Finnair,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Finnair,13:30,13:50,0,18h 45,1,HEL,HND,VNO,1100,1125
790,2024-05-10,2024-05-17,1234,ANA (All Nippon Airways),13:40,16:45,1,21h 05,1,FRA,VNO,HND,ANA (All Nippon Airways) + Lufthansa,13:40,16:45,0,18h 10,1,FRA,HND,VNO,1265,1090
791,2024-05-10,2024-05-17,1197,Lufthansa,13:40,16:45,1,21h 05,1,FRA,VNO,HND,ANA (All Nippon Airways) + Lufthansa,13:40,16:45,0,19h 25,1,MUC,HND,VNO,1265,1165
792,2024-05-10,2024-05-17,1199,Lufthansa,13:40,16:45,1,21h 05,1,FRA,VNO,HND,Lufthansa,13:40,16:45,0,19h 25,1,MUC,HND,VNO,1265,1165
793,2024-05-10,2024-05-17,1226,ANA (All Nippon Airways),06:00,08:10,1,20h 10,1,FRA,VNO,HND,ANA (All Nippon Airways) + Lufthansa,06:00,08:10,0,19h 25,1,MUC,HND,VNO,1210,1165
794,2024-05-10,2024-05-17,1022,British Airways + Japan Airlines,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Japan Airlines + British Airways,10:10,13:50,1,25h 50,1,HEL,HND,VNO,1300,1550
795,2024-05-10,2024-05-17,1310,Finnair,13:30,16:00,1,20h 30,2,"HEL, FRA",VNO,NRT,Finnair,13:30,16:00,1,16h 35,1,HEL,NRT,VNO,1230,995
796,2024-05-10,2024-05-17,1205,Finnair + Japan Airlines,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:50,0,18h 45,1,HEL,HND,VNO,1300,1125
797,2024-05-10,2024-05-17,1174,Finnair,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:50,1,23h 10,2,"OSA, HEL",HND,VNO,1100,1390
798,2024-05-10,2024-05-17,1331,LOT + Asiana Airlines,11:00,11:20,1,18h 20,2,"WAW, ICN",VNO,NRT,LOT,11:00,11:20,1,18h 20,1,WAW,NRT,VNO,1100,1100
799,2024-05-10,2024-05-17,1016,Turkish Airlines,20:35,07:55,2,29h 20,2,"IST, KIX",VNO,HND,Turkish Airlines,20:35,07:55,1,18h 45,1,IST,HND,VNO,1760,1125
800,2024-05-10,2024-05-17,1341,airBaltic + Japan Airlines,15:30,17:20,1,19h 50,1,CDG,VNO,HND,Japan Airlines + Finnair,15:30,17:20,1,16h 35,1,HEL,NRT,VNO,1190,995
801,2024-05-10,2024-05-17,1259,LOT + Lufthansa,06:20,06:55,1,18h 35,2,"WAW, MUC",VNO,HND,Lufthansa,06:20,06:55,0,20h 15,1,FRA,HND,VNO,1115,1215
802,2024-05-10,2024-05-17,1333,LOT + Lufthansa,06:20,06:55,1,18h 35,2,"WAW, MUC",VNO,HND,Lufthansa,06:20,06:55,0,18h 10,1,FRA,HND,VNO,1115,1090
803,2024-05-10,2024-05-17,1278,ANA (All Nippon Airways),06:00,08:10,1,20h 10,1,FRA,VNO,HND,Lufthansa,06:00,08:10,0,18h 10,1,FRA,HND,VNO,1210,1090
804,2024-05-10,2024-05-17,1215,ANA (All Nippon Airways),06:00,08:10,1,20h 10,1,FRA,VNO,HND,Lufthansa,06:00,08:10,0,20h 15,1,FRA,HND,VNO,1210,1215
805,2024-05-10,2024-05-17,1121,LOT,11:00,18:30,1,25h 30,1,WAW,VNO,NRT,LOT,11:00,18:30,1,18h 20,1,WAW,NRT,VNO,1530,1100
806,2024-05-10,2024-05-17,983,Turkish Airlines,20:35,19:20,1,16h 45,1,IST,VNO,HND,Turkish Airlines,20:35,19:20,1,33h 15,2,"KIX, IST",HND,VNO,1005,1995
807,2024-05-10,2024-05-17,1254,Lufthansa + ANA (All Nippon Airways),13:40,16:45,1,21h 05,1,FRA,VNO,HND,ANA (All Nippon Airways),13:40,16:45,0,18h 10,1,FRA,HND,VNO,1265,1090
808,2024-05-10,2024-05-17,1230,ANA (All Nippon Airways),06:00,09:50,1,21h 50,1,FRA,VNO,HND,Lufthansa,06:00,09:50,0,18h 10,1,FRA,HND,VNO,1310,1090
809,2024-05-10,2024-05-17,1245,Lufthansa,06:00,08:10,1,20h 10,1,FRA,VNO,HND,Lufthansa,06:00,08:10,0,19h 25,1,MUC,HND,VNO,1210,1165
810,2024-05-10,2024-05-17,1124,Finnair,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:50,1,22h 10,2,"OSA, HEL",HND,VNO,1300,1330
811,2024-05-10,2024-05-17,1144,Finnair,10:10,13:05,1,20h 55,1,HEL,VNO,NRT,Japan Airlines + Finnair,10:10,13:05,1,22h 10,2,"OSA, HEL",HND,VNO,1255,1330
812,2024-05-10,2024-05-17,859,Turkish Airlines,11:35,08:55,1,15h 20,1,IST,VNO,NRT,Turkish Airlines,11:35,08:55,1,42h 15,2,"KIX, IST",HND,VNO,920,2535
813,2024-05-10,2024-05-17,1352,LOT + ANA (All Nippon Airways),11:00,11:20,1,18h 20,2,"WAW, ICN",VNO,NRT,LOT,11:00,11:20,1,18h 20,1,WAW,NRT,VNO,1100,1100
